HeD104,1956.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(2Dec1956) Le(30m) B(Richard Deming) VT(N:HP2,|,,,,,,,,,,,,,
HeD105,1957.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,"TV(1Jan1956) Le(30m) Seen(9Sep1988), 7Feb1992 VT(N:HP1, HR3)",|,,,,,,,,,,,,,
HeD106,1957.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(3Feb1957) Le(30m),|,,,,,,,,,,,,,
HeD107,1957.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(10Mar1957) Le(30m) VT(N:HP5,|,,,,,,,,,,,,,
HeD108,1957.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,London; T(1912),"TV(26May1957) Le(30m) VT(N:HP5, inc.)",|,,,,,,,,,,,,,
HeD109,1958.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(10Jan1958) Le(30m) B(Ira Levin),|,,,,,,,,,,,,,
HeD110,1958.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(23Feb1958) Le(30m),|,,,,,,,,,,,,,
HeD111,1958.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,,,TV(4Apr1958) Le(30m) W(M.Cockrell) B(Roald Dahl),|,,,,,,,,,,,,,
HeD112,1958.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(29Jun1958) Le(30m),|,,,,,,,,,,,,,
HeD113,1959.00 ,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,,TV(11Jan1959) Le(30m) B(Henry Slezar) VT(N:HQ5,|,,,,,,,,,,,,,
HeD114,1959.00 ,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,,TV(8Feb1959) Le(30m) B(Margaret Manners),|,,,,,,,,,,,,,
HeD115,1959.00 ,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,,TV(22Feb1959) Le(30m) VT(N:HD2-10),|,,,,,,,,,,,,,
HeD116,1959.00 ,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,,TV(31May1958) Le(30m) B(Harry Mulheim [36]),|,,,,,,,,,,,,,
HeD117,1959.00 ,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,,TV(19Oct1959) Le(30m),|,,,,,,,,,,,,,
HeD118,1959.00 ,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,,TV(15Nov1959) Le(30m) VT(N:HD1-8 incomplete),|,,,,,,,,,,,,,
HeD119,1959.00 ,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,,"TV(27Dec1959) Le(30m) Seen(30Oct1992) VT(N:HD1-5,HS4)",|,,,,,,,,,,,,,
HeD120,1960.00 ,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,"Amazon, Brazil",TV(24Jan1960) Le(30m),|,,,,,,,,,,,,,
HeD121,1960.00 ,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,,"town, USA",TV(10Apr1960) Le(30m) VT(N:HP4),|,,,,,,,,,,,,,
HeD122,1960.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,,West,TV(1Nov1960) Le(30m) VT(N:HP8),|,,,,,,,,,,,,,
HeD123,1961.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,,"Salem, MA",TV(10Jan1961) Le(30m),|,,,,,,,,,,,,,
HeD124,1962.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,,,TV(9Jan1962) Le(30m),|,,,,,,,,,,,,,
HeD125,1963.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(15Mar1963) Le(1h) W(James Bridges) B(Francis Didelot),|,,,,,,,,,,,,,
HeD126,1963.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(27Sep1963) Le(1h) B(Robert~Bloch),|,,,,,,,,,,,,,
HeD127,1963.00 ,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(8Nov1963) Le(1h) B(Robert Twohy) Seen(1990),|,,,,,,,,,,,,,
HuC,1956.00 ,D:Cornfield,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
HuC4,1959.00 ,D:Cornfield,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
HuC7,1969.00 ,D:Cornfield,P:Cornfield,St:Universal,\Tcol,Susp,H*,,"W(Cornfield, Robert Pippeney)",|,,,,,,,,,,,,,
HuC1,1956.00 ,D:Cornfield,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
IML,1956.00 ,D:J.M.Lucas,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
IML100,1956.00 ,D:J.M.Lucas,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,aw,lc,TV(2Dec1956) Le(30m) VT(N:HP7),|,,,,,,,,,,,,,
IML101,1957.00 ,D:J.M.Lucas,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"hotel, Santa Barbara, CA","TV(6Jan1957) Le(30m) Seen(17Dec1990) VT(N:HP1,HR3)",|,,,,,,,,,,,,,
IML102,1957.00 ,D:J.M.Lucas,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,aw,"town; SFO, CA",TV(10Feb1957) Le(30m) VT(N:HR3; inc),|,,,,,,,,,,,,,
JaK,1956.00 ,D:Kadar,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
JaK4,1964.00 ,D:Kadar,PN:,St:Barranov,bnw,,"AA for, Z*",,W(Elmer Klos),|,,,,,,,,,,,,,
JAn,1956.00 ,D:Anthony,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
42736.00 ,1956.00 ,D:Anthony,PN:,SU:,prc,Dram,aw,"town, USA",W(B(B.Richard Nash)),|,,,,,,,,,,,,,
42737.00 ,1958.00 ,D:Anthony,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
42741.00 ,1972.00 ,D:Anthony,"PN:Gilbert Pearlman, Paul Roebling",St:bnw,Z*,,,,B(W.Faulkner),|,,,,,,,,,,,,,
JNs,1956.00 ,D:Neilson,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JNs100,1956.00 ,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,,,TV(1Apr1956) Le(30m) Seen(31Jan1993)VT(N:HD2-1),|,,,,,,,,,,,,,
JNs101,1956.00 ,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,,,TV(15Apr1956) Le(30m) Seen(1Feb1993) VT(N:HD2-3),|,,,,,,,,,,,,,
JNs102,1956.00 ,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,,,TV(13May1956) Le(30m),|,,,,,,,,,,,,,
JNs103,1956.00 ,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,,,TV(25Nov1956) Le(30m) B(Don Marquis),|,,,,,,,,,,,,,
JNs104,1957.00 ,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,,"town, MA",TV(12May1957) Le(30m) B(A.A. Milne) VT(N:HD1-12),|,,,,,,,,,,,,,
JNs105,1957.00 ,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,,,TV(13Oct1957) Le(30m),|,,,,,,,,,,,,,
JNs106,1957.00 ,D:Neilson,"P:Hitchcock, J.Harrison","St:Shamley, CBS","bnw, TV",Susp,,,TV(10Nov1957) Le(30m) Seen(26Apr1992)VT(N:HS1),|,,,,,,,,,,,,,
JNs107,1957.00 ,D:Neilson,P:Hitchcock,"St:Shamley, NBC","bnw, TV",Susp,,West-Africa,TV(12Feb1958) Le(30m),|,,,,,,,,,,,,,
JNs108,1958.00 ,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,,,TV(5Jan1958) Le(30m) Seen(20Apr1992)VT(N:HS1),|,,,,,,,,,,,,,
JNs109,1958.00 ,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,,,TV(9Feb1958) Le(30m) B(C.B. Guilford) Er(sp Gilford) VT(N:HQ7),|,,,,,,,,,,,,,
JNs110,1958.00 ,D:Neilson,P:Hitchcock,"St:Shamley, NBC","bnw, TV",Susp,,"Paris, France",TV(10Feb1958) Le(30m),|,,,,,,,,,,,,,
JNs111,1958.00 ,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,,,TV(30Mar1958) Le(30m) B(C.B. Guilford) Er(sp Gilford),|,,,,,,,,,,,,,
JNs112,1958.00 ,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,,,TV(8Jun1958) Le(30m) Seen(1988),|,,,,,,,,,,,,,
JNs210,1963.00 ,D:Neilson,PN:Ron Miller,St:Disney,\Tcol,Romt,H*,"Boston, MA; T(1912)",C(William Syder),|,,,,,,,,,,,,,
JqR,1956.00 ,D:Rivette,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
JqR5,1956.00 ,D:Rivette,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JqR10,1960.00 ,D:Rivette,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JqR15,1956.00 ,D:Rivette,PN:,SU:,prc,Ctxx,aw,lc,W(Rivette),|,,,,,,,,,,,,,
JqR17,1962.00 ,D:Rivette,PN:,SU:,prc,Susp,aw,"theater, Paris, France",,|,,,,,,,,,,,,,
JqR20,1968.00 ,D:Rivette,PN:,SU:,,Dram,aw,lc,W(Rivette) Le(4:12h) Lang(\Fr),|,,,,,,,,,,,,,
JqR23,1971.00 ,D:Rivette,PN:,SU:,,Dram,aw,lc,Le(13h),|,,,,,,,,,,,,,
JqR25,1974.00 ,D:Rivette,PN:,SU:,prc,"Comd, Romt",aw,"spooky house, France",,|,,,,,,,,,,,,,
JqR30,1976.00 ,D:Rivette,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JqR35,1978.00 ,D:Rivette,PN:,SU:,prc,Ctxx,aw,lc,Er(1978?),|,,,,,,,,,,,,,
JqR43,1985.00 ,D:Rivette,PN:,SU:,prc,Ctxx,aw,lc,Lang(\Fr),|,,,,,,,,,,,,,
JqR50,1991.00 ,D:Rivette,PN:,SU:,prc,Dram,aw,"mansion, Montpellier, France",Le(4h) Lang(\Fr),|,,,,,,,,,,,,,
JqR55,1993.00 ,D:Rivette,PN:,SU:,prc,Dram,aw,"mansion, Montpellier, France",Le(2h) Lang(\Fr),|,,,,,,,,,,,,,
JuB,1956.00 ,D:Bricken,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
JuB100,1956.00 ,D:Bricken,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,"town, Northeast",TV(11Nov1956) Le(30m) Seen(11Dec1991) VT(N:HP1),|,,,,,,,,,,,,,
JuB101,1956.00 ,D:Bricken,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,old house,TV(18Nov1956) Le(30m) Seen(27Dec1990) VT(N:HP2),|,,,,,,,,,,,,,
JuB102,1957.00 ,D:Bricken,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,,,TV(21Apr1957) Le(30m) B(A.A. Milne; Winnie-the-Pooh author) Seen(27Jan1991) VT(N:HP5),|,,,,,,,,,,,,,
JuB103,1957.00 ,D:*,P:Hitchcock,"St:Shamley, CBS",bnw,Susp,aw,lc,TV(29Dec1957) B(Henry Slesar) W(Schoenfeld) Seen(27Apr1992)VT(N:HS1),|,,,,,,,,,,,,,
JuB104,1959.00 ,D:*,P:Hitchcock,"St:Shamley, CBS",bnw,Susp,,,TV(14Jun1959) VT(N:HP2),|,,,,,,,,,,,,,
LMa,1956.00 ,D:Malle,prds,st.,p,ct,aw,lc,"Nt(first, etc,",|,,,,,,,,,,,,,
LMa2,1957.00 ,D:Malle,PN:,SU:,bnw,CnR,aw,lc,M(Miles Davis) Nt(debut D) Lang(\Fr) Alt(T:Lift to the Scaffold; \GB)Alt(T:Elevator to the Scaffold; USA),|,,,,,,,,,,,,,
LMa3,1958.00 ,D:Malle,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
LMa4,1961.00 ,D:Malle,PN:,SU:,prc,Comd,aw,"Paris,France",,|,,,,,,,,,,,,,
LMa5,1962.00 ,D:Malle,PU:,SU:,prc,Romt,,lc,"W(Malle,)",|,,,,,,,,,,,,,
LMa6,1963.00 ,D:Malle,PN:,SU:,prc,Ctxx,aw,lc,Er(same as LMa5?),|,,,,,,,,,,,,,
LMa10,1965.00 ,D:Malle,PU:,SU:,prc,Comd,,South America,,|,,,,,,,,,,,,,
LMa17,1967.00 ,D:Malle,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
LMa18,1971.00 ,D:Malle,PN:,SU:,,Romt,,"spa, France",W(Malle; AA) Nt(re-released 1989) Alt(T:Murmur of the Heart; USA),|,,,,,,,,,,,,,
LMa19,1975.00 ,D:Malle,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
LMa21,1978.00 ,D:Malle,PN:,SU:,prc,Dram,aw,"brothel, Storyville, New Orleans, LA; T(1917)",W(Pollyn Platt) C(Nykvist) M(Jelly Roll Morton) R(R),|,,,,,,,,,,,,,
LMa23,1981.00 ,D:Malle,PN:,SU:,prc,Comd,aw,"dinner, France; T(1975-1981)",W(Wallace Shawn) R(PG),|,,,,,,,,,,,,,
LMa24,1981.00 ,D:Malle,PN:,SU:,,Comd,BFA,"casino, Atlantic City, NJ",Alt(T:Atlantic City USA; France),|,,,,,,,,,,,,,
LMa26,1984.00 ,D:Malle,PN:,SU:,prc,CTxx,aw,lc,R(PG),|,,,,,,,,,,,,,
LMa28,1987.00 ,D:Malle,PN:,SU:,prc,Ctxx,aw,lc,Er(1987?),|,,,,,,,,,,,,,
LMa30,1988.00 ,D:Malle,PN:,SU:,,Dram,AAN,"village, France",|,,,,,,,,,,,,,,
LMa35,1990.00 ,D:Malle,PN:,"St:Novelle editions, SD:Orion",,Comd,,"csd, France",W(Carriere?),|,,,,,,,,,,,,,
LMa37,1992.00 ,D:Malle,"PN:Vincent Malle, Simon Relph",St:NewLine,col,Dram,,"London, England",B(Josephine Hart) W(David Hare) R(R),|,,,,,,,,,,,,,
LMa40,1994.00 ,D:Malle,PN:,SU:,col,Dram,aw,"NYC, NY",B(Chekov),|,,,,,,,,,,,,,
MFe,1956.00 ,D:Ferreri,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
MFe10,1963.00 ,D:Ferreri,PN:,SU:,prc,Horr,aw,lc,Alt(T:The Conjugal Bed; USA),|,,,,,,,,,,,,,
MFe20,1972.00 ,D:Ferreri,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
MFe25,1973.00 ,D:Ferreri,PN:,SU:,prc,Comd,aw,lc,Er(title original),|,,,,,,,,,,,,,
MFe30,1975.00 ,D:Ferreri,PN:,SU:,prc,Ctxx,aw,lc,Er(19xx),|,,,,,,,,,,,,,
MFe40,1981.00 ,D:Ferreri,PN:,SU:,,Porn,,B(Charles Bukowski),|,,,,,,,,,,,,,,
MR,1956.00 ,D:Ritt,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
MR1,1956.00 ,D:Ritt,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
MR2,1957.00 ,D:Ritt,PN:Jerry Wald,SU:Fox,"bnw, \CS",Ctxx,H**,"suburb, L.A., CA",,|,,,,,,,,,,,,,
MR3,1958.00 ,D:Ritt,PN:,SU:,col,Comd,aw,"Town, MS","B(Faulkner) W(Irving Ravetch, Harriet Frank~jr.)",|,,,,,,,,,,,,,
MR4,1958.00 ,D:Ritt,"PN:Carlo Ponti, Marcello Girosi",St:Paramount,bnw,"Romt,Dram","H*, Venice Film Festival","NYC, NY",C(Burks),|,,,,,,,,,,,,,
MR5,1959.00 ,D:Ritt,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
MR7,1961.00 ,D:Ritt,PU:,SU:,prc,Dram,,lc,Er(19xx),|,,,,,,,,,,,,,
MR9,1963.00 ,D:Ritt,PN:,SU:,prc,West,aw,lc,C(Howe; AA) B(L.McMurty),|,,,,,,,,,,,,,
MR11,1965.00 ,D:Ritt,P:Ritt,St:Paramount,bnw,Susp,,,B(leCarre) C(Oswald Morris),|,,,,,,,,,,,,,
MR12,1967.00 ,D:Ritt,PN:,SU:,prc,West,aw,lc,,|,,,,,,,,,,,,,
MR13,1968.00 ,D:Ritt,PN:Kirk Douglas,St:Paramount,\Tcol,Dram,H*,lc,,|,,,,,,,,,,,,,
MR14,1970.00 ,D:Ritt,P:Turman,St:Fox,\DeLuxe,Docu,H**,USA; T(1910),C(John deCuir) W(B(Howard Sackler)),|,,,,,,,,,,,,,
MR15,1970.00 ,D:Ritt,"PN:Ritt, Walter Bernstein",St:Paramount,\Tcol,"Docu,Dram",,"town, PA",|,,,,,,,,,,,,,,
MR17,1972.00 ,D:Ritt,P:Julius~Epstein,St:Universal,\Tcol,"Comd,Romt",H*,"S.F., CA",W(Julius~Epstein; AAN) B(Peter deVries: 'Witch's Milk') M(John T. Williams),|,,,,,,,,,,,,,
MR19,1976.00 ,D:Ritt,P:Ritt,St:Columbia,\Mcol,"Comd,Dram",aw,"Hollywood, CA; T(1950)",W(Walter Bernstein) R(PG),|,,,,,,,,,,,,,
MR21,1979.00 ,D:Ritt,"P:Tamara Asseyev, Alex Rose",St:Fox,\DeLuxe,Dram,H,south,R(PG),|,,,,,,,,,,,,,
MR25,1980.00 ,D:Ritt,PN:Ronald Shedlo,St:CBS,\DeLuxe,Romt,H,"rods, CA",R(R) M(Henry~Mancini),|,,,,,,,,,,,,,
MR29,1983.00 ,D:Ritt,PN:Robert B. Radnitz,St:EMI,\Tcol,BioP,(H*),"swamps, FL",,|,,,,,,,,,,,,,
MR30,1987.00 ,D:Ritt,P:Streisand,"St:Barwood, SD:Warners",\Tcol,"Dram,BioP",,"NYC, NY","M(Strisand, Ravi Shankar",|,,,,,,,,,,,,,
MR34,1989.00 ,D:Ritt,PN:,St:MGM,\DuArtcol,Romt,aw,lc,,|,,,,,,,,,,,,,
NAC,1956.00 ,D:Cerf,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
NAC10,1956.00 ,D:Cerf,P:Cerf,SU:,bnw,ScFi,aw,lc,W(Cerf),|,,,,,,,,,,,,,
RoL,1956.00 ,D:R.Lewis,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
RoL10,1956.00 ,D:R.Lewis,PN:Robert Emmett Dolan,St:Paramount,\Tcol,Musc,aw,"show, Paris, France; liner, Atlantic; theater, NYC, NY",M(Cole~Porter) G(Nick Castle),|,,,,,,,,,,,,,
RoL59,1980.00 ,D:Lewis,PN:,SU:,prc,CTxx,aw,lc,R(19xx) W(Lew Hunter) Er(19xx?),|,,,,,,,,,,,,,
RoL60,1980.00 ,D:Lewis,PN:,SU:,prc,CTxx,aw,lc,"W(Bill Froehlich, Mark Liesson) Er(19xx?)",|,,,,,,,,,,,,,
RoV,1956.00 ,D:Vadim,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
RoV1,1956.00 ,D:Vadim,PN:Raoul Levy,St:Iena,\Ecol\CS,Porn,H,"beach, St.Tropez, France",R(R),|,,,,,,,,,,,,,
RoV2,1957.00 ,D:Vadim,PN:,SU:,,Dram,aw,lc,W(Vadim),|,,,,,,,,,,,,,
RoV3,1959.00 ,D:Vadim,PN:,St:Film Marceau,bnw,Dram,H*,France,B(Laclos) W(Vadim) M(Thelonius Monk),|,,,,,,,,,,,,,
RoV5,1964.00 ,D:Vadim,PN:,SU:,prc,Romt,,,,|,,,,,,,,,,,,,
RoV7,1964.00 ,D:Vadim,P:DeLaurentiis,St:Columbia,\Ecol,Romt,H,"Paris, France; T(1913)",W(Anouilh),|,,,,,,,,,,,,,
RoV10,1968.00 ,D:Vadim,"PN:Robert Hakim, Raymond Hakim",SL:\Fr,\Tcol,ScFi,H*,space,"R(PG) W(Terry~Southern,)",|,,,,,,,,,,,,,
RoV13,1971.00 ,D:Vadim,PN:Gene Roddenberry,St:MGM,\Mcol,Horr,H*,lc,W(Gene Roddenberry),|,,,,,,,,,,,,,
RoV15,1973.00 ,D:Vadim,PN:,SU:,col,Romt,-H,lc,Alt(T:If Don Juan Were a Woman; USA) Alt(Ms.Don Juan; USA),|,,,,,,,,,,,,,
TPo,1956.00 ,D:Post,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
TPo8,1967.00 ,D:Post,PN:,SU:,prc,Ctxx,aw,lc,R(PG),|,,,,,,,,,,,,,
TPo12,1973.00 ,D:Post,PN:Dennis F. Stevens,St:Cinema Arts,\Ecol,Porn,H,lc,B(Kinsey: report),|,,,,,,,,,,,,,
TPo13,1973.00 ,D:Post,PN:,SU:,prc,CTxx,H,,"Ser(Dirty Harry, 2) R(R) W(Milius, Michael Cimino)",|,,,,,,,,,,,,,
TPo14,1973.00 ,D:Post,PN:,SU:,prc,CTxx,aw,lc,W(Abe Polsky),|,,,,,,,,,,,,,
TPo16,1974.00 ,D:Post,PN:,SU:,col,Porn,,lc,Er(D),|,,,,,,,,,,,,,
TPo20,1978.00 ,D:Post,PN:,SU:,prc,CTxx,aw,lc,R(R),|,,,,,,,,,,,,,
TPo21,1978.00 ,D:Post,PN:,SU:,prc,Actn,CG*,Vietnam,R(PG),|,,,,,,,,,,,,,
TPo24,1979.00 ,D:Post,PN:,SU:,prc,CTxx,aw,lc,Er(19xx) W(Robert Malcolm Young),|,,,,,,,,,,,,,
Z56,1956.00 ,D:Unknown56,prds,st,p,ct,aw,lc,nt,|,,,,,,,,,,,,,
Z5610,1956.00 ,D:Unknown56,PU:,SU:,prc,Romt,,,Alt(T:The Bride is Much too Beautiful),|,,,,,,,,,,,,,
Z5615,1957.00 ,D:Unknown56,PU:,SU:,prc,"Romt, Porn",,"Paris, France",Lang(\Fr) Alt(T:Please Mr. Balzac),|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"1957: Interesting Movies, after 1957",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ArH,1957.00 ,D:Hiller,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
ArH101,1958.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,,T(1945),TV(23Mar1958) Le(30m) Seen(2oct1992) VT(N:HS7=broken),|,,,,,,,,,,,,,
ArH102,1958.00 ,D:Hiller,"P:Hitchcock, J.Harerison","St:Shamley,CBS",,Susp,,,TV(6Apr1958) Le(30m) B(Victor Canning),|,,,,,,,,,,,,,
ArH103,1958.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,,T(Christmas),TV(4May1958) Le(30m) VT() Seen(22Dec1990),|,,,,,,,,,,,,,
ArH104,1958.00 ,D:Hiller,P:Hitchcock,"St:Shamley,CBS",,Susp,,,TV(18May58) Le(30m) B(Woolrich) W(Robert C. Dennis),|,,,,,,,,,,,,,
ArH105,1958.00 ,D:Hiller,P:Hitchcock,"St:Shamley, NBC","bnw,TV","Susp,ScFi",,island,TV(26May1958) Le(30m) W(Siliphant),|,,,,,,,,,,,,,
ArH106,1958.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,,morgue,TV(10Oct1958) Le(30m),|,,,,,,,,,,,,,
ArH107,1958.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,,"cabin, csd, NV",TV(21Dec1958) Le(30m),|,,,,,,,,,,,,,
ArH108,1958.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,,"London, England",TV(28Dec1958) Le(30m) VT(N:HQ5) Seen(26Jun1991),|,,,,,,,,,,,,,
ArH109,1959.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,,,TV(15Feb1959) Le(30m) VT(N:HD2-9) Seen(5Mar1993),|,,,,,,,,,,,,,
ArH110,1959.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,,,TV(8Mar1959) Le(30m) Seen(21Dec1990) VT(),|,,,,,,,,,,,,,
ArH111,1960.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,NBC",,Susp,,,"TV(7Feb1960) Le(30m) W(Jerry Sohl) B(Henry Slesar) Seen(1Mar1991) VT(N:HD1-4,HP8)",|,,,,,,,,,,,,,
ArH112,1960.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,NBC",,Susp,,,TV(28Feb1960) Le(30m) W(Charles Armstrong) VT(),|,,,,,,,,,,,,,
ArH113,1960.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,NBC",,Susp,,,TV(17Apr1960) Le(30m) W(B(Henry Slesar)) Seen(14Jan1991) VT(N:HP3),|,,,,,,,,,,,,,
ArH114,1960.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,NBC",bnw,Susp,,,TV(22May1960) Le(30m) B(Henry Slesar),|,,,,,,,,,,,,,
ArH115,1960.00 ,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,NBC",bnw,"Susp, Romt",,"NYC, NY; T(1960)",TV(4Oct1960) Le(30m) B(Louis Paul) W(Jerry Sohl) VT(N:HP10) Seen(15Mar1991),|,,,,,,,,,,,,,
ArH116,1960.00 ,D:Hiller,P:Hitchcock,"St:Shamley,NBC",,Susp,bnw,,TV(12Dec1960) Le(30m),|,,,,,,,,,,,,,
ArH117,1961.00 ,D:Hiller,"P:Hitchcock,J.Harrison","St:Shamley,NBC",bnw,Susp,,"mansion, USA",TV(21Mar1961) Le(30m)VT(N:HP10) Seen(17Mar1991),|,,,,,,,,,,,,,
ArH118,1961.00 ,D:Hiller,P:Hitchcock,"St:Shamley,NBC",bnw,Susp,,,TV(27Jun1961) Le(30m),|,,,,,,,,,,,,,
ArH204,1964.00 ,D:Hiller,PN:,SU:,prc,Dram,aw,Great Britain; T(1944),B(Bill~Huie) W(Ransohoff),|,,,,,,,,,,,,,
ArH205,1966.00 ,D:Hiller,PU:,SU:,col,Comd,aw,HK?,"B(Bill~Huie) Er(19xx, D)",|,,,,,,,,,,,,,
ArH205,1968.00 ,D:Hiller,PU:,SU:,col,Dram,aw,South,"B(Bill~Huie) Er(19xx, D)",|,,,,,,,,,,,,,
ArH207,1970.00 ,D:Hiller,PN:Paul Nathan,St:Paramount,\Mlab,Comd,H*,"airplanes; NYC, NY",W(N.Simon) Seen(7Sep1997),|,,,,,,,,,,,,,
